""	0	
"zdklscuphygzhrdampmeygkiqptacbudggraknpslwrupuubmhhkpsuhhnklqepwniwxvmpikidzd"	14	
"argibxcvhjkrudvlzitwiqkxzugctlbtekdfjfcqqohnrfytpupxkzvltdnoqrjubnbkufdltkynpygfsxcfyzqreghuxqoadr"	15	
"ywpjscjfrhnyakdhiczbjfideaugelvekkpcmyjgfwghijqsoqtxxdacdwkjifpusgweefmmdtvlcmd"	12	
"eypbdqfimqswvjqnqouwvgkybijguowyombrehasxurufjkvaeuvm"	12	
"uoofukuskkgmcmvehsyyodjybjcxfrdbfugbecvpnedrqyvxstxgyjf"	11	
"sjyzaeahyh"	6	
"cjgtykwpawkaofxvegafbleamibtikekvkguuelwbwwpdwkhemphyvimflhnxlzsxforkaqlymcbknl"	14	
"baybvinavxpsiolguzzgzptzevbqkmhmogpjqflmcaekqpsmrsss"	12	
"lsnjvetjnhxvxgmetygveslwlynfqhoezenwkifx"	10	
"ctnkh"	5	
"dhzalrmhekwlcecifgxcqghpwmilwrecyfckyotdasqfysnfylhqtripfqcbkifi"	11	
"iulyqqziheiztnagxszqaovtsydaennoibmyrniatq"	10	
"ndetayvqzjnuemzesmugwxuuqierbuvqyzmaxhtysguwstdmizsgwnb"	14	
"xhhyccrcbdczkvzeeubynglxfdedshtpobqsdhufkzgwuhaabdzrlkosnuxibrxssnkxuhcggkecshdvkcmymdqbxolbfjtzyfw"	14	
"mbbungzfpcbbgpzusqxqejrlsmkqtglijpcxxbcmffnlvnfpdd"	12	
"jmyugkeyemkmyzqvwszkxfxlckqrpvzyjxupkyoona"	12	
"lbsgzmhjmogxstpkilljwidoseeitemefhmgtvpfkxecquobhzkfkptetxpmdbskigqecflmdqqvmfwveiaqyuvrtkgxlyhwhya"	16	
"fnzifpgrucoblprjloceykbkjlisjkdoxczdtfwqjl"	12	
"wckhnzkrxuvjfgtzrdchdgiicneszrlvtxdiwncwjxhrfbqygvfjdorf"	13	
"yzcrkylidvgqxebwmubplzxihjlvataasdsfdfngavyyabuowyfhzcpglcdoxeoqjivmnkuofsohti"	17	
"piayifpoquugryvjjfgvtqrjyjxhefdwqfwykmodiijzigjrmp"	9	
"hifqiqnpvuutkcpiodzrljdlslwlxnagxhwfylxvgtosvfdkjcdulihfudrtrtaoaywakvvqo"	12	
"kmtnycpdwdme"	9	
"gjbbcubrxapxmkveaiombckftocwaifitgjwdnpapezbqwhqhvdizpotdspfcwpxfbtiqikfolieipxpmazmrphxj"	11	
"envulcxeknpwsfhckptjgflitczczjbeyyajaxqmkhiem"	13	
"gyfzhngsvcvxewghcgfcqhzitlpbpbrvaywj"	11	
"fcjhzgnxoxauecmmeufpljfpacrazaneewndecbuzbrgffsj"	9	
"zznieckitkhwynawcgdfjzgmqmrygbaicpqiudqpnylnnoksupzdofphuifcjhk"	10	
"ydvsgmivmvjbjttdksiyazhuim"	10	
"tvjhuocmuqwpcsyedtzjdsresrlozamsvxbrlegfucxzwxfcrelwyeaqvoewotrls"	15	
"deyjltnkumibozfzxedawbodzeyqrqlwujhievsyhabxbhybndblerogvoyofjlbtsjxpeyyezv"	15	
"itjxxklddblaqkovtzwougojkmiqndyyzjxyvidykpyaznxuotjibxsnlagafgyeqycligmsxkuwz"	14	
"qonbyqyqejsmmasmeikjwtrinqukmwdemsikjgdpsxbextqeedpcyimlygxmcbsqtabehetbdwhb"	11	
"xfwcwyaekmcsloxmgnihooquityeabwzguccscgcqkxcyuqghapyphszasfctccbygdrilvbxsfxmxgwyvupfoohhtkax"	12	
"cwuhnevkf"	9	
"dmsrkynkvhzawnifiufgkjcetrkqdskgecyqanayvzytoiyxefdorhu"	10	
"afadxkmbpmsrzupuuqpiypffvkt"	8	
"rqytvaxsm"	9	
"vbxpvwkkteaiob"	7	
"wgvgblarjtolsgzdebatyzdksjncyocwwzczkctvyhgqqgwujynhxttpcgscuuyswdsgf"	12	
"cfukwksugbsukqpeftkzwhwwbszvyhicmfnkpfewjzsvphbucmwyvsxwkyukhcnwhcizjpxu"	14	
"rqdarzcfvdcnabzavkixzehdmgoddjrubuwuu"	12	
"crbehbfgcasmatshygpnkuybqbwmv"	11	
"kxjmcspjztmtfmnxvlemaogarwbnizhuwtgalykmrygzktwhg"	15	
"tjsblkxnzhmhdkamlnkxabvgahbzqjblsumegjtfshmvrohectbevykxhnyxwcirywxef"	11	
"jzxwxqmevoyyuvzeugrvgqxqhvnezuwiw"	10	
"gtltzijzjewikrqeoyulpbiehhadrwaapnvrygqhmnrxghbuivfzypdhwdmpcmrtbokzvbghozewjhqrexqe"	15	
"vlkaxbcltwnhgmcjvmzwqvfalweiojujwekuimhbkwktjncgbccrzitlgyvxjsg"	12	
"ysbghjjrfumqjpyktddsnxftvdqgxzlvrneaynufhgyqxwaqzelmbsiyxaeubrqvguvehpmrykhvikokqzwttg"	12	
"rjxlmqdhxzfdjwpaubjqkveulfseabxrmwfyniiminprlhtgicyuyeqlljslmpfyokwduepetexfnsnwvnsvtjiesaresyegkajh"	13	
"ylcelhsdwqalixergklgcrycvgnypufphjustowpewbmufgasriwjjygpnehhlwpvsjogffkegzyofagyk"	13	
"jtaqjousxioodhytpfycjfbjvilbgwfqphiaxesvmjlpslihrjjcommjuxmdvrtladnyhivurgljswslfcnvqzglz"	16	
"ouljhnmvltfgpwpdhhzzugdhbujjhidveogodsjpnqxfmmivvju"	11	
"pazswibdseawugkxavonlmuzacuynrpcrqwnyxsqbspxyzvyxjnixika"	11	
"eacxpeogddgavxenmbnnylkkbvjlhjzljbjbgzjjfrlaopqct"	10	
"stpedqzndgycukefnmgyxlpimgaeivhcowhuoijrrhuntasgmagjmwractemolpfkwzaeiuxro"	14	
"nqcvcfclryeraaxmoidvuzuvgepdyfolvsgzxkkqiqjkqgzhrccnexikdzpbefobyvaxhmqqdzc"	13	
"ibaz"	4	
"dmkcxuf"	7	
"lhdrxershqatgswgusoyupexdobckhzvqemnkfirwklcejkabyyypcvvqzxciyyacmpnsxeqjrsndfogdoevrcqjbnmjmmj"	14	
"yydsykihddxginnnbtkuvaewqshceqscryxrkhankxuumjkqcukaxqwniermwlrpjqgtxhjkgfetqqj"	13	
"lvsimrxuxojvzallqtgpcrzjwgemwphjkbrwsqrreangcatuvblytlhprlepalzmmsjfjcynclvgnqcjsnhla"	10	
"crdghfrgrgyanjclxgzuomlqxfgeqguuaxdjcuruapwpbzbyhau"	12	
"ohomm"	3	
"sednzdmcmrydnbulqvktvutsqizewmboqedrjqtvjuayxujnswhpqchgm"	13	
"mitpxltadcsyzdszbpwnfojodbqnhduvnplmagpdljcknwmqokdtaohfpzsyemwsbjecpthcdjpsibkwnqpneyswxl"	14	
"czswbbcfrwmvbykvgnfcavtnatgyqtuusnsvovahtpf"	9	
"nppvduxdssrslzsdumambukqpkzizeeowtjzqieiavcnwutsi"	10	
"hk"	2	
"rcfbdpdkurgnbffjjpmhrbfnuywpfgfwimzl"	11	
"cvvudlxisguiudzwknqkliprpnbbpoermcnpnmahvu"	8	
"pzrljeewronkdblgszkllozdbndj"	12	
"zayyrljxrfofvyiylqqlbbypcbt"	6	
"eeydgwdykpv"	7	
"wmhrkrpwifjljjcllxbrbcxkacikrfmqrvjemzcugnfrwidhfgbjiyvlcdvu"	15	
"jmeevitwmndzvwvfzfmiixsgsdixzeiksmpowkkixphumeznlovtlobet"	14	
"dssldlzuzvelfddoyrvzggneabubhnnkigwntxjuvnfaskpsdkumshqsikwrzjchrawkxfesumv"	15	
"ymheyb"	5	
"qjgjtsfltqpbkpx"	8	
"mfdhzrcmrowvmxleitnenur"	11	
"ngkzvhvjoasorwclmygywudenskdpbkchudedyqsbigufifrjmsfixlvrwagzkkhennk"	14	
"dcpokjvurmddgklfwixujdtvqccdqmtvqijaueultyqbidhgnga"	14	
"jwubywfqiaoylzafguszskcdnljarmzditeiplbzmpzxqzewv"	11	
"xqgatvlevdqugapmlgymhkdgjthnqflpvtpqodujingqnvcyeamlmruvndkfivufokvcpqoxfunsrptvshhgzbcogotpknuyz"	12	
"dqirnnnchguccmkluloyzunslxhgxjyazitnxgreplhrzreuessdofxacgicpgcpqyengvrvjamitscxk"	14	
"abczbhgjjvrnmhlsusqnnzoc"	9	
"humfhjhiljlupudmlrbuctowjbkirmqziegpnnxawivneaartblywbugfeowsgxbkd"	13	
"zrqapaxdfxfyrimpenlkuqbrkjoluscvluvcuufbsmalumczbnjwfmpqwfbszfnkzlpwfuxxhzkdlmcpcolhacxyhzqhgetgr"	14	
"ewf"	3	
"wobgrovw"	6	
"xkqemuencfdlljetapxzubvkcdbsazyxlqeylinppqaacgwextdt"	14	
"adyghtggrgsjkswufljxnlzwhetdjnzksaqztyimeavouskzfvwthyrqckvnzvzuvpvqodcufxj"	14	
"rvaxrxsaxjsbvooxlorifmyvsaqxzbzrwzqpykrvvkwsalpnbivgxtcrvuouvn"	15	
"tpfjnpajkmfdosubtfwacretmyjjvzyooezdvcmgouldohgimdkqwqllqxwlyuzmybrudecrapwoydynikfe"	13	
"rrqqnboidcietehzgazxzqycqlkbqqbjiuzvvpfarognspmbqoargytwjfxaxblfvldscivuybhrrvujjuartvoecngzoshjfke"	16	
"uzdtcmkvigetaglvdbafoifdamohyups"	11	
"slwfxt"	6	
"dyig"	4	
"vbkwdrlmwqokgwiblbwfoummodromxujbggeytqwjhjrdrsqurxllmzzpqpbqmnrstvsoorzvaqatlqqcpbpbar"	9	
"sguishzlcvfqlwpiyiiutakxrnmtndmhkgqcqrpuoxlzvchukrqftaclnpecuqjeybjqtalhzyhvcq"	14	
"pkhudhzowquykkjrllcdeeqleqsbtlukvbeykfngxhgkupdhahmeldqrtksoxm"	13	
"spftzkihkrpunhxuhejormgjhsdwqswihbdjolsydisqprnyxwmokuxrndpdvmncntl"	14	
"eebhotyfmnfjjsytoxkbacgvowybplftrgdhcdmqqsazmaucxggaimvykvcbjhxapaktfykvqmwems"	14	
"jynj"	3	
"bhhoejpnsoqioadvynqrbo"	10	
"nigzhtkqxr"	10	
"nwjclbrblhbpdcevvgmsvuzuduhvryvgwejkhcltlpiqroomucgsyfmc"	12	
"txtuuasalcipqdcfnvybjmynsqlaepaanvujxokkruzhxeokzmnkalxsdisiauinsey"	12	
"skalebubfingwbqwonruylcyimnaqnpkyrwctsgadvhbyzynprjnclnkxc"	16	
"ppczpvxsqqarvvawuzwjopsdsfsee"	8	
"ttmxubssvjkxcht"	8	
"dpbaaspuvjboqfkjaygucaozjyxlfspljrnjlefgqiwinjrnhzjjb"	13	
"jlygy"	4	
"aorjhguskzaahziwi"	10	
"lpcubeumrvsrbufudocximylpfkzdu"	13	
"ojhkmnhyecsyfmfbpudmerkpgrbiuvnkhuxvieuoimmnzsoqotfskpktjlbfjqqsknnuthjbwxoxpepfxuyjmk"	10	
"vxfagvsaghoccxldvltscziiyciiqsklpsoyniyvsoyumlyjwtc"	8	
"tmjrqrzhlmsaeiarrbplpnfdydpxzrwsfflv"	10	
"ncjzxlfhoyapnlgarmbwbyvuwpzbbubozknyxuflsgagtjikxjj"	13	
"jeufutixpjlqvaotuwemehuxsdkpotpyzjdtcostxdkvfaozwuocdkavnmkefzeeijamxsixyusduiftcvvgfxbvjozqndv"	14	
"mxmmpujnobtljyentbtabxvmlwdazaaoxnamhlcymxjxxnmsqisrfoeskhumhvcgieurpypdvycsnokewfvdtbvfkqttnvzvz"	13	
"mqsctocviqmvuiarovvjafbwbotalvualpehfgenwqisbkmpf"	13	
"aiqeeruxsgsoggdknisryrkilltzayiaizemszmmhgbpogbbrtvpkfxwqsxsrgsbhzqz"	11	
"cmjkpyzvzcmuxdfcbdutammifqpggrikfruurvrqygmxjtamwuizhwhomzwssee"	10	
"xbtowkgwssucmwqksalbxtplungmtklqlegkqmijhcnvafht"	14	
"tufomsizywvlhlynskdgtmpxbkyhstplpubbojdnhyaolabflgmgvddwqdfiwwv"	13	
"qwphhswosweeyhljpxpkdvjtyqdvnajfyymftivlgbrfidoxcgkfdtybjbyybjeziqgbzdofeimmlbmpjwvorvrcz"	11	
"bcbfejxmmwqbeulqjwtvnetiumgmohepjfwnruadsqgymrrvpmsdtnnnztzoadfmjezay"	17	
"fstmtifkfvyyyrnlfnhedjkivvoxxoachwqcewmj"	10	
"kjrexejklppxbxuwottcuyjsolwkzhdmruqozbamspjuoescxoftmqlaejlfroriljykmawhrgdhmvmljrhv"	15	
"synclvvbmfmyfwkfttybwfpsradkhbwczlgkgbltgytlwfsrzqsvxjppmtbvuxxvjffpgskosdbpjtgilbflkv"	14	
"w"	1	
"dskbrfmxkbfemuxrvmarsketqpelrcbxulyoqklcnqgbkdtirvb"	12	
"ghfyzllsompkznyrzlvncboohhyyfbkljqlkdwcrkselfechqxwuakkjujizmumxmzhqx"	11	
"jhenuluyskxogxbqhxbryolknylvqihzrlplwjjrvgfbfitofxhdntp"	10	
"taxliekzrzmqkxhffoilxebcb"	9	
"ioexqzyokiuuiowwegunozbwmycqddzltdimcicmrwibmexsltfzvhxhhaxmfyxzbilfqntjlcmagmstfysa"	14	
"skqsjdxicylkltdamomobovngougjxpb"	10	
"gvslucnvqagjfhvtvkwjhlrxiyifnlovgigdnwydwgodnjykvxveineslm"	12	
"aynwgycjlahqyoebdpaqnzltjyxcjkbkir"	15	
"opkacnjulzandrpvgogaxfzbqjdctukklxmpkvlxvlkaebvlrbnrimsbwvfrrqdeppvblgygtliaodlggyxrk"	14	
"sinxcgpfngxijirkqmvymjdzrlxockguuvuwdlcqsbbdjunbikbvuewnrwcugkqahmxkybbscevnyjoitpfp"	14	
"cdmyhietzgalfkjindktzztkpcfghxblaqjjypezweldqwmgcyzbytnn"	15	
"suepxqrp"	7	
"cqrgppmcsfbelddmgdfvscpohfozydydvrlngarbfsfsxkefpkcioswvzkuzqvcnoq"	11	
"vqswxmdpmovtffwnwomrnwomolrczhcwzwuwjynxoiqtqmhmatfprteigxkgeoednzbwxot"	10	
"wjgmypyakesezwmgtyozouebthzsvuftgoiefg"	11	
"smw"	3	
"oukwpkmqagucabbsyyaseocivkonxnlnjxjzhxpidmmdppyqnykro"	9	
"blwszvfmioktptqhdutpzkhzauxkonyrbvjaqqobhywwundxjypijwklshyixwayrlakcqljrhflwlkflzqwxaisjgaieciwo"	13	
"iqbtbscgdztpgfp"	8	
"boalgmrjuylfwbperszskbbpcwflbwldmmotyieuirzetrikjhfwkilneqagollbxbwxlas"	13	
"rtxkmfxwoeszmfmqyoymzlnznlwa"	9	
"qufmtrybowpuqogwczuqxisjyryjpyxiucuovu"	13	
"mrggjvnfzobqlkkwkbwtsvsa"	11	
"wwhsryekfktczbbnctbodzygwuztmzkjwubpsfzzrsbrvfgyyjocjn"	11	
"fhjyvjkehgfwbmxaerexnlfnjpbnyqyfxjfturzbyfzztybzqfydseqcvtrvkrajbfcvyezwlaxezzepgeuzkmdffwapq"	13	
"zrjdoihpgssezrdfiljekuqpzxmcneeovqrlybdev"	16	
"iuonzyzlclfudgrr"	7	
"g"	1	
"rushmffpilkfwftjgrkrvyypbhjsrppimhpymwpxizcegy"	10	
"prcgpahgdopxfhmqtththeigojjuqjjfannpnuwqknpsubinwpggvqmjaxfsgrxjemaujwmtmclgdv"	10	
"aleiivuuxszpaqojv"	10	
"mrjkdfwfsfjoblbhtjcpdbjdqkvevshhjssnzosstdgwqhelqibumkzcwujsnsbyktlkkgeflkectkpjuqfgdgjbduvqm"	12	
"qysckekomvaqxtanfufmbktmmwijouieub"	9	
"fhsvtowjlrjawgijjuexiafsqbauvddclvaejyo"	10	
"rzzohjzqefpmhugxxhtvmwzxuzcfzsertghbpittnjiudorbxmwkjvjfxnmwfrpzxwametiresniiglgtjsegd"	13	
"frvcyotxlqzawviqzcdjkkwsffkjoquthpxfgrfrjetf"	13	
"dvdf"	3	
"mqnlisqv"	6	
"glvaumxbsqgmznffojcrqdggqrrijmlqzgstvpupid"	13	
"hqjmgupakuitlzktkwhcxpuqkmmcupfbhoqokfovzwomxyijwpmteglrsztm"	14	
"yowpem"	6	
"lcumakzxkjhgyvbcbovuooifpybeeqdrsaetkfsvobdmwhqyvoujceot"	15	
"sxhkbbcdfxnmqkat"	11	
"oqxgqswkebosutmsdwvebylynxqyzkonalv"	11	
"fscjtqenmqhppetqceqsbhqcrgrttmjygnibdorreygvfblhfcbiltm"	11	
"zdvuqgtytdayrrqxr"	8	
"twagghkhsvdezeiuzacuyvxawqrmplmkjmrpwbzqz"	12	
"uygevhexbfvafrqzfikrstgjlenkuooqmwvhebhhgciovanaiztbszmffbrzpfscenlkqsrzwznrcctkbnnvoaduduvtanxgc"	13	
"qtfhsbjhvllovobllqlomqjhjlvgrxthsyqmzztukgliumtgeguqwdygovofuhonffzhevdrbozwdscha"	13	
"awcyeqvvypeocmtctaxyrapswsmyb"	8	
"xbkzbrrwmrmqgqcbuxdtwuuloqfargoqkzrlqiiecwukozljwpeulyharmckvrafsrqibaody"	14	
"nnjbygsccdbkfuyketdeavxtfyttcubphnqfvkhxokjvgihkdkqgfnzkmudqohfvuycrimo"	12	
"yawfkdr"	7	
"okvvzwglrlbfsjdojhftvwuuwqbgvuvlethepnriyvqtgtjrcrkypgulyvturqfwjmcbbtjcqzxwui"	13	
"xzaxog"	5	
"bfowbfnidyvhzybjctkzsfifej"	11	
"byqubxkyyrngvldclefwgbggtlqapziszaobxybvsodpzjtmnzitcpbvcrvutfosfdvc"	13	
"wzvmfkmoeadfjwhaacetxymfnhkscnvborntdbjhcmonlvplxtgxstehaoze"	12	
"whspvntyxccjrrumghmaolshpbjfcpjyxdouqjunlxxeqttxbhxpuryjsj"	11	
"w"	1	
"zuvckrvtmihlhnbbgycnxthqtskcjgakbypnrkhduqqcdsfksjzscjivbtzmbzxezosrabwurnywhdizmktqtcnuxmjyoidpwxg"	14	
"yfsrsrpzuya"	7	
"kubdypzxdivrqa"	10	
"mzpkxufqowgpsgqdqmfvmuujzdgrthaiirugozycxguqomteyazkwwvwzbpskpctgxbwyzzwgtoufjbfkcrgymcznruyiw"	14	
"rvunutosbjgyopbvbdoieamfqgzqqwjhtdxnylhavnylfzjgexqkyfqqnridnrnhwkwuxeustugyvphcmxom"	14	
"gerymxndkwbwvwtzsouputklcozzdmg"	11	
"sxjfuzkgvmcqiyrcmorghcrjsskxesjzsueotovrczjmxdpjrgrakklddxajqjiiemwzdtsftesqhhcyptaaeldhid"	15	
"apzivnhwqapyttsmaboaqhcqn"	11	
"vuxznyqoilbphuqyulrmxtnnvfxxykmthkuuimiqxlihfyfzlxllsayoivngia"	13	
"pkyluktmieurmuwlgvzrobrejprrxtvodtzzduonaigmfdalyzeocxsmmmflfablvckbwyoxjvloalbamfppehdr"	14	
"ieblgmgiyhhxygivtwvfzvtgmikwndryisjqeradzhczpmujirqjojpbuzxhdohnjqdpkdulnykekgnszddnpsojsnsxeaknspec"	13	
"znjxzoifbcehguwykfsyzrezdtusxwpwmyw"	16	
"mgvqizxqvtrgajgzdmbgfvzctobhozvdfqtnrsgnlxvnidmlppsukryghbnxaiaf"	13	
"vvqnbfyyangfasurmqcfoimsxlsgmaghvwxydvyflgknaeemugrlqfd"	10	
"rxwfzcoubluejskubuhbbloxuhimnnagnynmbbjcndiwyssbpzcqmsniayvpnxxawknxlybad"	12	
"ybeqctrhlgzyobyjsmjpmfzbenzfndqmguelnwsyetzsxzeplnfasgdytddhitvqqzbfxvgbrfwo"	13	
"adspkujrxhkcmtkhobxqedncjrtqpjwroqgzkpqiwckkwxrkapaeuqidhdvymrpdkvcum"	14	
"ekwpuumlfmahsuxdzgguevotayocscyxmwogrcswqufkrdnqlwnqtbj"	11	
"baxvcvuprixikpgckondravcyiurlgkoghkkeebypzizqpccdrfwtbaslvjxbwljfxvm"	13	
"zkrassqjwvonakhdnbpkmolkbwqztcbumuugonqlieaipjoekdoxrbhszzrsduprqjyfyosgssrjcfnmidlbettduny"	13	
"jnpayphxdzfyrwjvdxilcvohqimlxklgzciyspxxqcvibfdeensgj"	12	
"pzqcmnoxwoagouylroppyquevarnictyemaqzoqxesesmcffsxurnqvkqozztvxxhzpiphguzkonowtitnziewvunuvgp"	12	
"fytwhlgnffzvvproxmdzvhxqekmbsewzcryjeey"	11	
"lxhgmywmlalijiypvmrpqpptipcntdygafppgldr"	10	
"obzybovnhlewcxhtbuoe"	12	
"uhajygxbzmralrbcnqjauietpxvllbffkfr"	15	
"lqlmccoqwpsjidlclpwcmtnzwtg"	10	
"axropfaujpkfgeqohbtvqpzekndgikpkjhyzmbvxqfdyjtnsvinnznujczrmlhwvqxweyr"	14	
"qyeohadbxlpkkegvignurusomrkqpdrfbywkyzmxndhzjqvrwilnefcsxoioub"	17	
"xbsibtwyibiikydbunojtvllscvjwyftaxdbqbczc"	14	
"jokoredhnydbjxfggdelwgkckbfmciynyibqmexbccenalviozwnigrsjwengcafmbxyhwblziybt"	15	
"lk"	2	
"hxdooxxkdlrhnytpvtyrwksektagfkdmjiczfalinepackrzdqrzcjem"	12	
"gsmsxybfdckdnusslswvkwycpyeaeqhklt"	9	
"iufqxhaawxsqimnewlcaccecgxkskfwuzdkwmnyjksbufoydbdedhkiqh"	11	
"k"	1	
"zhozmyxznwkxolutcszdxdjfntxxphqooepdfpesloszbmvdgwjgzunonkncresikklpzpkkfclgqimw"	12	
"vcfprwebjivnadykqplhzvmdjuttgsadwfsobyplgka"	17	
"pavfqhoreavpxojdijhfqbtscifivhtkipsawgrcjosgfblnmuseylwawdirledttvtremtpblxgoitcfmhdxfdtjnmwrqrmnmdt"	14	
"xibkhhbsddxpmaosdkdswbkosweecxcbielrnojqsgh"	14	
"iwanidggesvyqbcsahtinhaavltpsawaywogcwniokhenjznquyfbyizlboddkgcjwklszvilcmymnmeikklkskvvzb"	11	
"lhc"	3	
"fpjxoffchtctjoarakcmepizolzbucyztjwjodlwyorheryfddrjubkkmkliolhjvfsji"	11	
"hhubqyupfauzjqawapilxyzhhumzfvfpezquaklhmhgwxjuxaclzakghgtilqocwpsqrfezrlhplqlksnvsnhywntfb"	12	
"vdfkwycdedwpkocbznvnincsobfhigtdkaniarneujwfxyizldowtqqhtvqbeleoouyollviwr"	15	
"wpxvdcjbxbrgvozwskdiaxgpktksqdhmsgjxluakvtrsiqrccwldtrudngydjhrdocdbwfltzeojuhlzdwewqabdibirjbwzdbcz"	15	
"nugsipopcpsbvqrvuwdvgwehvfkwhldvhlpqcfhfxcgsuzqovtkbsqknwwjdjnaqarid"	14	
"siwuoqongfkcpnuhxhftslchluifdlevvcrjufydkkhbxblw"	9	
"qrebtmppwuuhapcegnaon"	8	
"axmewprsbhjgleuatqwoxyfbeoogedmgaykw"	18	
"bqrlzxwdryyhwogwujaiziocuuevhalkscvratwtt"	9	
"dpljlfvnpuwdxsabnheyrwdpqdimyejbtvnh"	13	
"iwucuzbnzfcgldyjgpzlz"	10	
"jdzlzwyizievmbuoquvsagxapdprqrhaugntdnbevibhjvxzpstsarsswkjpdsrxyetdrwjogkxpgxqxrmpsfkmdwxszpjynnrt"	12	
"oewupwmxteukqmevwqbsnttcdrssjnbzrzvivjfoqcbgofemwfglazodsiy"	13	
"vbemacvylcobepkuxqivxogxpwdieblzeqogsjeflvjskvojlxginnfdlknqlarrqfykoesczbwmwmvjjcrzryecjruwrmqkro"	13	
"isomurignwdyihr"	11	
"asldbczzvlpfffcpasbuklczhfypppwphjuknumjhbqmhsbjncdxphwxmwod"	12	
"ltvwnikjutrxjfgehprluqdbmaqlotzbo"	15	
"yeeknadgyomeuvwniqdlsslidcbcfsafwfpjhuqfjemfzithawtsqgatkexqwyxufndohvw"	14	
"biyastksrdnilpdytdqrdnnkary"	9	
"oueqeeswxcrphezvtctphjikywuzptlfprxuwqstu"	12	
"keplzjquaxfiidgeevzrdpjajfsbapnltcyuloqnmvywaeafccyfrhhamcdprqamtaigpywdvuzxabecddjw"	14	
"twzvcomuqanqiwhiskdojco"	11	
"htskcpwxnvsplgkbgzuoxbwpmbfxeumnnfzruvphthxeojiwiclgfjxtndrtzdgmiffc"	12	
"umvejcuuk"	6	
"eodktnkpcpgvoldawkfamcmigxmcrwswmwihluwnjeixslzoxhojjdtrcftudnsrjczwxxjgc"	12	
"gugfkdmanxdgqiolcrzwjkak"	16	
"xhsglmmhstrwgulfztwhhjlbihmviwehfwntibadvubdomiphgxpsiscsexccbjhazakadnvxqanelemtbdlmvoezl"	12	
"bprkpqlbtqpqphr"	7	
"mcgyvkbhwyvcxikazbkquxsnpjdeqwicyrcwbfdzdabcklcmmpciouved"	14	
"iwxryyidulizkmblonwtzkkcvayqectpariyrqdldmmnynaoawjaivedwcwcgrrgibhbtkmwwyjwnjnohyqsuuxqwvufnmlxnszh"	10	
"nfbmpabaprknhchdzzax"	8	
"fkish"	5	
"ngeswkvkbvlbkdlamphqrhsodzylrhieqpymbuwcrhfemtezklpbuhrxgpkzzv"	13	
"pkedlyz"	7	
"qiwuvrywelnfguxfcosdpnje"	12	
"ohkoiberzaotymxmzeuvdbzutcjimqhcxrqiuxbwxrpy"	12	
"okcsgxwhwqdazloptqpmjzjgafft"	10	
"dwkpacx"	7	
"afxqkxsvmjqeadpbmvbtbupgsbysdvte"	12	
"qwmqqiecaicdyervhkyebhwcfricmofdmttddxfehjhhnbdxnbbpiztpsdufrzkeudjycqc"	11	
"zltpmwmczprkqmblqvqjwcnrfypjotuoenftlrvlioxycylsub"	11	
"qfrhksyvgrqwyfbtruqecgbdibodv"	11	
"hoxaxksyhbrxxrfbk"	8	
"vccaifftgtwendulfrxyrebjeaajbljzplzyseryz"	12	
"enuyazszxldyujzvucidbxqcxiiqjifnxbozbiyatdzqpaljevpisfksovkxfqmctcdumdviiwyxwljcgykadvsrsdqx"	13	
"fbojelwjgercer"	7	
"pacvypxdmqxevpbsucieitc"	12	
"bikdmd"	5	
"dfkydzvjlngpkvqcsunyeiaxkijnwnvzsfzyewhpkpewmwbeqocwwetgmcwkrrjkwikahtrtivpurqbjgf"	14	
"dk"	2	
"lwcjjuasgydqamj"	8	
"ftmupfnqqtwxyixmga"	7	
"pwwkew"	3	
"uxbfqgyfankpgdjeajmavscrkypucnjykkdbqdgsssiyxteycsyalarxairevacikhlcktucnedlzhlcalennvkn"	11	
"dtadvkpevtoopqcutntdyxfjbsyyeldhggkdqbhmuvcjng"	12	
"jtzmtyreclcappgyvmkyelfshcxqsdybxzpsxizzvbcktikowupcfwxozuerxeuudlpdtocorgakqkboeqrlmoznifghkacpltsg"	16	
"xwydyjwikkocdbqtcediklunpjaichpzfpee"	14	
"aomndoqgfkjlntvapkpalxeuodzekdgkstzxjqfqcqbrjzsaj"	13	
"bwhfqvlqbvvkhpdhoozufbkgswhmwruzpdfgysycpvmwlrfzfevkhitagaoctiejnlrodpqskeqxvwzccwpkekmkmapglt"	14	
"yeim"	4	
"zeblirjfpkksgzeljqxvsmddhueleswdxx"	11	
"hrapgmzasaeflwdippmuxiykpthssgjzzlqgxrisrnxelanaszxrjxdyqmtiteksqaapsljlahqljdodeluniamzmhhhlt"	10	
"duevopebpnrdzwrcaczqmzelnlvvwozakdvyvbakptpoqgqskrixqmkezfbwwaygfthauhnlcczsjsnvjvs"	11	
"kdgjkjhglfp"	7	
"awrxfeijiietcrplmhnymvi"	11	
"epfpvwivuzsbfdlnnpjpgyaufotslbrqsyhp"	14	
"pnpohrvkclxtumzsptzfmtqpkgkjqzefmvwumteqeejaskuheumsndkalulb"	15	
"rhimfczyirdmdffnaotwbmlgyltsyvnpevclxdji"	11	
"owxudnwsgsvufdsrwkrtahzvjkvoudikbiefvaxduuyax"	10	
"t"	1	
"dkpdtqacbvqxabhclohiqgllcjnzciwful"	9	
"ockqfgjcimlkxztfqbsddeqeiybnsozgsjzzrkdawpmtqiaglujrabxibyxwpwejgfjxpmzlboguwiahfmafpyorylp"	15	
