""	0	
"  -1110286824o7"	-1110286824	
"         -1019955o7298"	-1019955	
"      -111650x14459"	-111650	
"         114v80632702"	114	
" +11027r439256"	11027	
"      +103517z70158"	103517	
"        -1g0543429645"	-1	
"+11637289801n"	2147483647	
"   11019505t268"	11019505	
"120002r63973"	120002	
"   10m465178011"	10	
"  +10773972i695"	10773972	
" -1197674985b7"	-1197674985	
"  +11304223607"	2147483647	
"         +1t0636712456"	1	
"121092186z79"	121092186	
"  -1a0878848133"	-1	
"-10032t308240"	-10032	
"    +1h0037809876"	1	
"   +10b754902601"	10	
"1195643w5719"	1195643	
"   1184444q0459"	1184444	
" -1085499d8189"	-1085499	
"      -11771753431c"	-2147483648	
"        +c12019207423"	0	
"         +11209d147353"	11209	
"  +1141043s7750"	1141043	
" 110v75436279"	110	
"     -11947271446d"	-2147483648	
"10629044s821"	10629044	
"        -11655617487m"	-2147483648	
"       +1r0717300280"	1	
"    11s901075218"	11	
"       +100056448d70"	100056448	
"       m11731795105"	0	
"        120758379a12"	120758379	
" -116847b38289"	-116847	
"   -11084762g518"	-11084762	
"   +100735f74647"	100735	
" +10540m070647"	10540	
"-112975877x41"	-112975877	
"     -1138130270n4"	-1138130270	
"  10515182773h"	2147483647	
"      -117e40091539"	-117	
"   -1198043894c5"	-1198043894	
"    110d48698376"	110	
"       -1209792x4157"	-1209792	
"    11333713950"	2147483647	
"       -10441643317j"	-2147483648	
"       113588084s51"	113588084	
"11x294569828"	11	
"         108116921w12"	108116921	
"        +10c571429600"	10	
"         f11484849885"	0
